NIF;clave;nombre;direccion;latitud;longitud;frase
05612467B;p32jW70e;Darby Battershall;4 Norway Maple Trail;37.133562;3.31769;Me hubiese gustado poder felicitarte por tu cumpleanos en persona
88082201M;AgCOsVq3;Leeanne Buckell;2 Gateway Terrace;43.09846;-7.5228;Que edad tiene tu hijo mayor
21600687Q;HSzHxJzFV0uz;Horacio Calabry;78062 Loftsgordon Parkway;38.393542;-3.823623;Hoy es un dia soleado
39376323S;fmLKF2TX;Karl Sambath;293 Weeping Birch Avenue;36.987078;1.557434;Esperanto es una lengua viva idonea para la comunicacion internacional
99408355H;Mtcyzn8P;Kalle Godden;877 Melody Lane;36.173684;1.69156;Presentamos aqui una lista con preguntas habituales relacionadas con el esperanto
47755200J;vDZdSrzCwCB;Korella Chamberlin;90 Bartillon Plaza;41.203907;-1.427941;Para leer la respuesta simplemente haz clic sobre la pregunta
01381357R;5SY01m;Samara Palethorpe;276 Carberry Pass;39.543757;0.408977;Si tienes otra pregunta por favor enviala a traves del formulario
53327375T;UJlAbuq;Sybyl Loble;789 Jay Point;41.342349;-3.225423;Como fue tu fin de semana
01277696I;aiWsHPM5;Kippar Fitzharris;72 Shelley Park;39.274612;-0.123803;El precio de este libro es de 4 dolares
41115404Q;bJ2Kop;Winonah Dullingham;52 Northview Terrace;35.908098;-8.958642;Hasta donde se no existe tal palabra
63497706Y;NoVa6mYgWATo;Lane Lindfors;680 Welch Terrace;39.389748;3.233641;Hasta donde se el es un hombre honesto
82862445E;mJoNr0cxyZrh;Tiphanie Penhaleurack;7919 Paget Point;36.781038;0.443519;Esa silla necesita ser reparada
29575425K;sEGmCld;Tiertza Mulvenna;614 Fisk Junction;36.723385;-2.617485;Mi cuchara es muy grande
17307564F;WUU2TX;Amelita Bonnick;0843 Canary Terrace;38.996511;-7.962934;Hasta donde se el no es perezoso
66244922G;NTLNvq;Lian Danniell;89414 Dennis Alley;41.149919;-8.547138;Si llueve llamame por favor
84403433D;9SkuQhyUv5;Jessie Hatry;053 Jenna Plaza;38.04853;-3.562731;No hay mas sal
15645054E;dc90wUePdj;Lynea Durrett;112 Stang Plaza;41.968702;1.970243;Eso me costara mi trabajo
17333328F;E0kaS2CTPucp;Kathi Ivakin;2 Cardinal Point;40.4755;-3.693015;A mi padre le encanta la pizza
09042567E;adyx6pe;Bird Mossbee;58530 Ludington Terrace;38.930573;-8.68166;Hacia donde va este tren
74773255T;A8boN8XrhMzn;Christoph Eagland;3503 Glacier Hill Drive;40.518358;-6.300434;No tenemos muchos problemas
52148252I;2wWg7w1sbq;Kristel Moorman;620 Ruskin Parkway;40.048473;-1.565676;Me gustaria dejar esta ciudad para no volver nunca
99751331A;OStGK39yVM;Lorilee Derbyshire;8997 Maple Wood Alley;40.670449;2.605789;De quien estas hablando
10293298H;joV1v2nZU;Tove Brothwood;42 Saint Paul Road;38.108636;-5.807775;Estaba equivocado
23740943V;MKpvpc7pJUc;Meg Bentick;1 Washington Place;36.267837;-7.553604;Donde esta Britney Spears
22480271G;X4Te1jo8ASki;Yale Laughlin;315 Russell Junction;35.958769;-1.349764;Mi amigo estudia coreano
97147724A;byalLg;Lorrayne Lionel;495 Southridge Parkway;41.606617;-2.99743;Voy a la escuela
84648588V;Czod4QM;Burgess Hardaker;81005 Forest Trail;41.658614;-3.434413;Donde esta la pasta de dientes
81786037W;VWStswOA73;Alonso Pfertner;2 Michigan Crossing;40.833573;-1.772714;Ese es mi diccionario
08443334K;MnWegbD;Barbaraanne Askham;567 Bunting Pass;42.827213;-1.538144;Hola como estas
29232499A;TBUKN2;Durand Mardlin;991 Petterle Point;37.974541;-7.98594;Tenia hambre
27742269L;88uQh7EoJI22;Myrle Ciotti;90 Hazelcrest Circle;43.188534;2.629157;El perro parece hambriento
81848708W;GJW8DcXX;Gasper Wathen;3157 4th Plaza;38.557217;1.88645;No teneis hambre
17675506C;CoKIoJRnaft2;Alvina Scoyne;0698 Northfield Drive;36.768333;-8.92272;Ahora tienes hambre
77298106D;U01Yk0dGxcuw;Meier Cavilla;3180 Michigan Road;42.426977;-2.841041;Si yo hubiera desayunado esta manana ahora no tendria hambre
92334781F;KFCxZhFqof;Roch Renak;680 Mesta Point;39.675212;-8.592659;Tenemos hambre
75319663F;Z23udYysYq8v;Jody Dowden;6 Fairview Point;37.731109;-2.720277;Tenia hambre y sed
85424692N;wyihhQdo;Derward Matis;12 Warrior Terrace;40.467378;-3.859349;Siempre estoy hambriento
11659221C;NkvbmSiLJDU;Jenelle Newiss;21576 Grayhawk Lane;41.082172;0.837418;No me decepciones
62928894H;D2g3zrPe;Flor Cobbe;78232 Dovetail Trail;41.70823;-8.274003;Cuando el rio suena agua lleva
89949456I;nJBGPL5vmT;Giselle Fawssett;8104 Larry Parkway;36.059709;-1.265233;No es oro todo lo que reluce
44208692T;89OhaFxRwC;Ruthie Nouch;23000 Fallview Terrace;40.186683;-6.69098;No hay nada como el hogar
29897190V;wv3vCgeSO;Ira Chesterman;62271 Chive Terrace;36.187964;-4.180999;La suerte esta echada
61185497V;va9lwRf3x;Lezley Libby;7 Kedzie Pass;38.684087;-2.937661;Vine vi venci
12301499X;i9FMU3E;Justina Zorro;348 Cottonwood Center;39.504086;-1.731707;Estoy preparado para lo peor
38761395V;6InXlyO3;Dame Trattles;8271 Bunker Hill Place;42.668116;0.161088;Solo podiamos ver la niebla
78775562S;kWo5o77m;Gilligan Aronson;9 Coleman Park;38.49218;-3.465478;Tienes que trabajar mas
82379153O;FaBG2yH;Ruthann Hindes;74934 Blackbird Lane;41.186972;-4.610319;George es el capitan de nuestro equipo
87153394H;KTTFWxk;Willa Harley;1961 Reindahl Crossing;42.419859;-5.940828;Ella es experta en matematicas
24095012Y;J0gwDoZb;Dorrie Linggard;1815 Claremont Park;39.581113;2.129132;Estoy viendo la television
68644502L;H9i4Y4SBi1;Verene Flancinbaum;7040 Main Drive;36.659799;-1.27967;A Mary le gusta ver la television
12398549V;PlruGPc82xgB;Celina Mahomet;94653 Manufacturers Junction;43.196617;3.20392;Estoy hambriento
61188601Y;2GJOcD0ukfwb;Lilah Verdie;92 Dryden Place;41.69396;-1.19981;No se como llegar alli
72939321T;tfL9Ou;Alexia Calabry;560 Brentwood Court;41.562751;-5.954288;Yo tambien tengo 17 anos
87333712H;dTHlYoRGbYO;Wynn Getten;5 Mosinee Junction;39.587613;0.616649;Ella tiene los ojos azules
57965769O;oLUivm8;Deedee Mattsson;7 Wayridge Way;37.469463;-5.410449;Le quiero mucho
32087404F;vurF6W;Almeda Espin;404 Jay Hill;40.932956;2.472301;Hay un telefono en mi cuarto
90155282D;guwtl1C;Maurise Hakonsson;07 Bobwhite Road;42.080816;-3.908771;Pescaras un resfriado
21160249F;nYCBDWR;Cherry Allicock;2 Steensland Lane;37.497191;-5.347016;No tengo ni tiempo ni dinero
18539928A;vyDXJlvA;Shannen Butts;777 Westend Road;41.534591;1.152891;Te gusta San Francisco
49347499T;NTwinxF;Carolyn Feast;380 Golf View Avenue;39.639884;-7.21164;Nada nuevo bajo el sol
26271661Y;n5QufNm;Hayyim Patsall;39015 Oakridge Drive;39.837008;-7.950487;Toca el piano mejor que yo
88167247K;TpArV7f8PDO;Tomasina Sute;26678 Park Meadow Drive;40.612281;-6.978911;Te gusta New York
99567126W;RpCvZRZRo;Tirrell Silkstone;3 Schlimgen Circle;41.75191;-1.421098;Mi falta
23777593S;egtE3Qh2UyW;Kelly Cordeux;512 Maryland Park;41.200768;1.57198;No viste nada
37191796B;V3mPNyO5Z;Ulrica Reinhardt;512 Larry Lane;42.896608;-8.784694;Mira detras de ti
56813281P;8NiLSTcUvo;Caryl Pea;37 Paget Pass;37.598198;-2.64492;El hombre con el que te encontraste ayer era el senor Brown
47793753Z;VtW7LX;Doreen Ledgister;9056 Springs Terrace;38.772796;2.607316;El no tiene hijos
21671478H;GHQpTnGe;Kristen Enser;22638 Katie Pass;41.288436;-2.200539;Fuera
27553477A;odz3kzv7AJ1G;Sylvester Pabelik;301 Hazelcrest Hill;38.834697;-8.481056;La unica diferencia entre un loco y yo es que yo no estoy loco
82032059V;sKEP9Hm;Mariya Probets;86042 Surrey Place;36.272584;-4.707032;Hola dijo Tom sonriendo
45442134X;KDfHUhSp;Carny Bance;02917 Novick Parkway;38.895283;-0.967996;Y si ves a Tom saludale de mi parte
91654160G;pu0FG2E;Elbertina Masterton;402 Esker Plaza;41.61458;-8.902901;Hola soy Nancy
06960354O;tgNgfO84qiP;Georgena Suart;9 Blackbird Avenue;42.951412;1.264699;Hola mundo
75366704N;HfkZ7LL;Barris Castane;60699 Green Ridge Circle;39.874858;-3.692277;Y ahora
40244914J;maDjxpG;Cherry McDowell;9 Del Sol Court;37.633467;-6.461665;Yo propuse que nos fuesemos a pescar
72421228B;4T9eD8;Percival Dixey;4 Eagan Alley;39.527911;-3.8962;En este minibus caben 25 personas
33642925Z;kHcxYK;Dina Glassup;6 Sage Parkway;42.199712;-8.778908;Este cuchillo esta muy afilado
95023570J;mqpGJSsqig8;Wheeler Presho;299 Kings Place;36.228817;-6.380571;Me bajo del tren en la proxima estacion
47251293X;l2jJdV7O3NZ;Eolande Toler;62 Delaware Street;36.265875;-8.279172;Es blanco
42784526I;nsvRtmiuq;Dulcine Whifen;51500 Donald Plaza;42.092604;-5.156047;Los estadounidenses han perdido la confianza en Toyota
85928037A;Zhbr0sd;Arlyn Vedyaev;457 Elmside Lane;39.459595;-9.36548;Los estadounidenses ya no confian en Toyota
90068319H;Z2sIwCYSahk;Melina Hedderly;93354 Schmedeman Junction;41.95187;2.611203;Nadie puede entenderle
90790899V;9TyJ570;Tucky Grassin;21399 Hudson Road;37.694514;-0.813086;Estoy cansado creo que me voy a la cama
84115970P;OLKPRi;Lothario Briskey;201 Vahlen Alley;36.628599;2.253943;Yo creo que este esta bien
30158895M;kbV1cHm;Carri Fishenden;373 Center Trail;41.725041;-5.9736;Adonde quieres enviarlo
34166511A;IKuKFw;Lulu Breitling;93 Steensland Court;38.333568;-2.321054;Estoy buscando trabajo senor
12050670T;Y0AmVpbxaY;Eleonora Linguard;65721 Hudson Circle;36.456544;-3.328721;Apruebas lo que ella esta haciendo
22667838G;NciRfRTX0ETG;Bernadine Pember;21997 Londonderry Parkway;36.709851;-0.935159;La vida no es una ciencia exacta es un arte
34265482T;Uu24L05j;Putnam Landon;4832 Jenifer Hill;37.597526;-7.504049;La unica forma en la Tierra de multiplicar la felicidad es dividirla
99761606K;azj5aA;Kristien Pereira;81 Forest Dale Parkway;37.309624;-4.193841;Tus zapatos estan aqui
65104466I;XnGH2FbJ5VX;Renado Crudge;18 Hansons Pass;41.801729;-1.98802;No tenemos clase los miercoles por la tarde
65720725F;3qfgpAvg6;Kiri Triebner;5399 Anzinger Street;43.020648;-4.596026;Que guapa es tu hermana
26089400L;iE5GnyTBE;Merrill Cusworth;6216 Veith Terrace;40.957646;0.223135;Aprendes mucho sobre tu propio pais viviendo en el extranjero
79722814Y;GZ4fQ2SapHOZ;Erica Hourigan;6 Truax Place;36.385639;3.12357;Cual es el nombre de esta calle por favor
05220121P;bBpfaQDXOEm;Gilberte Rubinsztein;46771 Melrose Park;41.283135;-4.817694;Voy a escribir una carta
22529601Z;0XngANCiFtt;Cherlyn Sallows;0 Hazelcrest Terrace;41.769346;-3.139641;El ordenador es nuevo
94848505R;rk1BwRWFSNh;Risa Addionizio;5 Lindbergh Way;42.529494;2.318579;No tengas miedo de equivocarte
79623936M;qZSJ9mw6eF5H;Aliza Byfield;789 Towne Terrace;37.981349;-5.587325;Como te atreves a hablarme asi
60191955P;Cxpl1fa;Edmon Tiernan;92 2nd Alley;36.355679;-0.26897;Este es un buen libro de texto
58175863I;zPJzMVMzO;Micheil Blore;171 Aberg Way;39.299733;2.5959;Prepara cafe
39145735L;oY0XadlgmL;Fanya Mollett;3582 Columbus Pass;38.790791;-2.2582;Te apetece un poco de cafe
95830667U;FWnHzV8O6a;Lynde Warrillow;08941 Hudson Place;36.476685;1.314225;Cuando nacio ella
44930255A;DPw5RqB4zz;Leone Gery;53 Sugar Plaza;38.91371;-9.111461;Me muero por volver a verla
21335292F;OFrVhwFp;Nickolai Fleckney;7885 Mosinee Point;37.107156;-5.833243;Preparare algo de cafe
42181082J;5VkOR1n;Stacy Wash;65 Lakeland Court;42.898786;-8.97197;Preparare un poco de cafe
09195514D;ELHiBY;Nikita Cowdery;9454 Knutson Way;41.035959;-7.334657;El cafe me mantiene despierto
52879721U;tMjK2aOa;Pierrette Cranshaw;6 Drewry Street;38.05471;-1.366567;El cafe me mantiene despierta
02682958H;nPsBaTc8Sio;Chrystel Buckie;1861 Burrows Plaza;38.481068;-6.978551;Ellos han perdido mucho
66692242X;lnJ9B80J4s;Teresa Vatcher;283 Cambridge Crossing;35.999226;-6.763092;Acabo de ver ahora mismo que el embajador de Arabia Saudi ha dimitido
69399067F;PreyPK0K;Lorain ONoulane;975 South Point;41.194734;-5.302881;Tienes mucha suerte sabes Esas cosas solo pasan una vez en la vida
25535668H;fgC3FnQRNAR;Jeremias Vieyra;4654 Green Ridge Avenue;37.085992;0.242204;Esto no es asunto suyo
51251510Q;MTgdPldO;Melessa Gawne;1386 Anniversary Parkway;39.123474;-3.827029;Espana es una democracia desde 1975
14851654Q;QYdO7WX;Janene Pigeon;26880 Dapin Court;41.332774;-5.104713;No desesperes todavia no esta todo perdido
68673505O;Ts0Ew0bv;Lila Cootes;9 Badeau Circle;38.834568;-8.32526;Paco dibuja paisajes urbanos
71629047O;lcJnJexqaLcq;Hersh Budgett;532 High Crossing Court;40.447472;2.800515;Quiere una taza de cafe
67518688F;FFQICARraF;Jarrad Wisker;503 Barby Parkway;37.416079;-4.443534;Lo tengo en la punta de la lengua
00073346K;yCxBsE3cv67;Mil Maseyk;21 Buhler Place;38.794386;2.409487;Hablamos luego
45575575D;Eijabbw50;Raquel Klaff;88850 Golf View Trail;42.420411;-4.905776;Cuando se empieza a sonar la respiracion se vuelve irregular y menos profunda
87238044J;0AoGvoUf5Dde;Zelig Danielsohn;4 Kennedy Pass;42.425032;-8.751065;Me voy a la cama
37474406T;A0i5ZeNq;Moria Schultze;1555 Fulton Park;42.608418;-6.998077;Me voy a dormir
52238267S;fNCuNbfWH75;Waverley Arkow;6 Rigney Park;39.380576;-6.10181;No quieres hacerme enfadar
16349354Q;ucJZ5qJ;Eleen Oram;8 Russell Center;39.731351;-6.246488;En nombre de la luna te castigaremos
07810668A;anBlRci4v0;Lucilia Rowling;3 Mccormick Road;41.754592;1.380352;Los arboles son verdes
00074314U;E3PVq4uCHfD;Niall Uff;99092 Rieder Avenue;38.831346;-7.365539;No podia creer lo que estaba viendo
31423929S;9LPejL6;Willy Marples;212 Merry Court;40.883352;-6.707859;Parece que hemos escapado del peligro
72915150D;7pR0Nt4cvlv;Ward Scrowson;712 Express Terrace;41.232184;2.522058;Chris no me gusta porque es muy rudo e insensible
91134067I;b8tdlxm6pu1;Tod Strickett;63158 Hudson Plaza;41.409996;2.750907;La produccion de esta fabrica ha aumentado un 20%
46147055V;QKxnRE9Mn3;Alaster Phetteplace;1540 2nd Point;42.448269;1.15991;Tom no vino ni Jane
61996103A;asLyrvrkqq;Devina Dunbobin;980 Redwing Drive;39.838668;-2.466549;Tom no vino y tampoco Jane
05400796L;Tu3gvm3;Harmony Frankom;657 Truax Road;36.263362;-8.701905;Es una emergencia
52338059Y;oxjl2ibee;Arvy Simmonett;721 Sugar Road;39.158507;-4.679711;Esto es demasiado dificil para mi
83611576R;gmtEMg;Nola Mion;50 Lighthouse Bay Plaza;36.595364;-5.11594;Me alegro de tener esta oportunidad para hablar con usted
22146297K;qhIQwnCGK;Grethel Brissenden;83465 Di Loreto Junction;39.580416;2.233673;Es suyo verdad
84271259O;G0jGzir5;Fabiano Halwill;25642 Service Hill;39.371733;-6.405666;No es un gato Es un perro
27945702E;cy9gJfsC;Eleanore Mattschas;85 Dryden Place;38.538926;-1.494964;La quiero mucho
27631253N;AG6LOjTA;Hanni Worsham;5 Claremont Hill;42.630689;-8.75736;Ella me gusta mucho
69878058D;qn2ygVWOc2rn;Adriane Marples;7572 Bellgrove Avenue;40.541639;-8.81713;Por que soy el unico del que se quejan Ellos solo quieren que yo sirva de ejemplo y me estan usando como chivo expiatorio
07067730I;XTIVvPgP7t;Leandra Lighterness;7159 Briar Crest Pass;43.036824;-5.826547;Tom se escondio debajo de la mesa
58099781T;Lg4rVd;Lemuel Sainer;20 Mockingbird Pass;37.7038;-8.840371;Estoy intentando dormir
78381773Q;3XNRp910Fnt;Garald Jahndel;6 Morningstar Street;41.981522;1.622573;Siempre me estas criticando
43010025J;6gLxp6xwhQD9;Artus Emerine;9 Tennessee Avenue;37.828911;1.943826;Puedes estudiar aqui
89028022U;pgcbgyLzVOOc;Aggi Shropsheir;41 Moland Pass;43.005298;1.903538;Yo le hare feliz
01703931J;YeQiZzfAV;Catarina Farady;62 Hanover Point;36.89047;2.259707;Ella es pobre pero es feliz
27777432T;OJyx7kVi;Larisa Dutch;8 Harbort Avenue;41.43915;-3.26624;Cuando estoy contigo me siento feliz
08980997F;RdGZNH7bO;Kym Rowberry;41 Lillian Terrace;38.134392;-8.909412;Leer me hace feliz
46123668X;Dy9eKk81Grw;Anastasia Genge;7581 Lerdahl Plaza;37.663284;1.427841;Tu sonrisa siempre me hace feliz
84707084N;nDR5LPD;Maurie Athersmith;459 Lillian Plaza;40.478736;2.719118;Cuando yo tenia tu edad Pluton era un planeta
95245922E;cfaxlr;Dorena McTrustey;51 Pleasure Crossing;36.126305;-4.266118;Estaba convencido de que el era culpable
47922502P;W3PeE5PU;Karalynn Swaffer;67207 Bay Crossing;43.243072;-7.5368;Estaba yo en las montanas
14331506F;FImNGb8;Tymon Polye;47 Bonner Lane;38.045163;-4.805187;Estaria triste pero no me suicidaria
45483733R;wbhswsSlKdRh;Roberta Toquet;941 Sachtjen Street;38.851024;-7.260626;Gracias por la informacion
04759292J;ZPDWzk5eBTe;Shawnee Brockett;05728 Southridge Place;40.978921;-2.509883;Soy hijo unico
11686371M;xqJHZPlV3Bgf;Leanna Adshed;8 Bellgrove Trail;38.122519;-2.436258;A la vuelta de la esquina
86423533B;4kkifKf8StsY;Domingo Klassmann;22567 Cardinal Trail;38.050884;-1.45817;Duermes en la habitacion de invitados
88436246M;mbkLQqli;Iormina Gillett;81 Lakewood Gardens Junction;38.594266;-8.372972;Voy a comprar algunos materiales hoy
05031442C;wik823JLn;Onofredo Greystock;09393 Trailsway Road;37.548887;-8.824693;Cuando es tu cumpleanos
01026224M;8gEnOJW0r0Z8;Wayland Venner;21963 Rowland Center;38.247132;-5.129887;Nadie es capaz de mover la gran caja
02379274A;0ngNnR;Freddie Keyte;5015 Wayridge Way;37.019242;-4.915598;Es importante que la gente mayor se mantenga fuerte
38487472G;OZ0zTq;Justine Pigeon;1 John Wall Street;41.084456;-8.267112;Parece nieve no
15236823G;NHMhZrCFCy;Adolpho Rubens;004 Chive Plaza;40.298782;-6.478716;Los ricos a menudo son miserables
92280591L;eW7X36o9;Lauretta Penticost;65693 Shelley Hill;37.871536;-7.280653;Estoy triste
15778398N;aLvXscosV0V;Damian Grimmett;4 Hoard Way;38.306399;1.932696;Soy una persona triste
18215321T;Utvd7w;Nathanil Gobbett;88 Elmside Plaza;41.69635;-8.468341;Falta un cuchillo
59874081Z;Hiu8MaQ5AVRD;Rayna Wartonby;7 Village Green Alley;36.613812;1.271233;No dejes al nino jugar con el cuchillo
59050042M;7Zb8p1;Carlynn Choffin;72 Clove Way;36.112637;-8.328209;El cuchillo estaba tan mal afilado que no pude cortar con el la carne y tuve que usar mi navaja
44225132E;l3LxC9Nm;Rayna Lukasik;42 Badeau Point;38.248667;-6.429621;Mi padre pesco tres peces ayer
22973880U;7zT1m52Mq4xm;Genny Meo;74 4th Plaza;42.260713;-0.15509;Me apetece cantar bajo la lluvia
97881454A;W8VLnf;Mord Scrimgeour;67619 Di Loreto Point;38.031269;-5.69143;La novela fue publicada despues de su muerte
69833468G;5iq8dcgP;Chloris Bertot;1 Ramsey Alley;38.103841;0.970611;Es una buena bailarina
23300735U;BhglVyITEk;Susann Eggar;08 American Ash Way;36.553295;-2.343891;Sabes cual color le gusta a ella
59798687X;iENNhAfuW;Modesty Fitzackerley;50 Nancy Crossing;41.617115;-4.639194;A mi me gustan los perros pero a mi hermana le gustan los gatos
98221496M;FE0vNWySA;Rudolf Boreham;208 Kinsman Parkway;37.648551;-3.146283;Yo te amo mas de lo que tu me amas a mi
01219691D;C6Si2tb;Bryn Janeway;0 Crest Line Pass;41.434349;-4.52269;Tu eres el gran amor de mi vida
63306916A;OmWN0yDhh;Mikkel Castell;742 Tony Parkway;41.76046;-0.919676;A mis hijos les encantan los animales
37823905W;GGnEuvBr;Kynthia Jowitt;379 Vernon Circle;37.620504;0.624529;Los padres aman a sus hijos
68541828F;HJOuSm;Ozzie Kyndred;487 Rutledge Drive;40.848189;1.249599;Ella preferiria traducir oraciones en Tatoeba que platicar conmigo
82088147O;xYybXB5HUy;Penelopa Loghan;84005 Sullivan Alley;42.157571;-7.392727;Deberia trabajar en mi tesis
78172292N;hAHiaU62i;Anatol Mealiffe;4 Westridge Parkway;39.864811;-4.81871;Su reloj esta a la hora
97636594M;LqoDBYO;Arda Jovicic;0 Graedel Road;38.778879;1.15485;Si usted se registra en Facebook su informacion sera enviada a agencias de inteligencia
97669880L;x5YiU5jduJ;Lil Pigrome;79 Gale Plaza;42.069309;-1.351324;Hoy me siento mucho mejor
56340145X;FSqcPxfRm;Tanney Bostock;3883 Bashford Point;37.252252;-8.161003;Si
49516141O;cS7ct7;Nixie Grute;3 Mcguire Way;36.760321;-7.681088;Prefiero ser pobre que rico
17263499D;8BbmZwZJopDZ;Kris Farfull;8986 Crownhardt Road;41.111893;-1.251136;El vivio una vida dura
43634281J;2TL2opg;Jeanna Logie;19068 Anhalt Way;36.995572;-5.973059;El conoce a mucha gente
91704207T;4aiOKHlV;Candi Di Biasi;539 Loeprich Street;39.304078;0.883814;El se cansa facilmente
34005269G;7JXbmRo8Zp;Padget Lening;84516 Carioca Place;42.608805;-7.659088;Finalmente estaba frente a su enemigo
53054825N;he5bD1QJ8ar;Maryrose Canlin;7 Jackson Point;38.769582;-3.263566;Finalmente decidio casarse
47521858J;8AWaNW;Hercule Anster;7201 Hayes Drive;42.876994;-3.724166;Mira ese gato en el tejado
68595212N;2WtbCxkFpXMb;Cassie Telling;664 Sullivan Place;39.555485;-8.766728;Que era ese ruido
44912950I;vehO67xSJl;Dorotea Bloxsom;899 Lien Parkway;38.433988;-0.903959;Ese ruido me esta volviendo loco
87077501H;rtdHHlgMLL;Kimball Dunmore;6 Dahle Lane;42.51736;2.973976;Aquella casa es mia
86066804W;2MitnFdOT;Timothee Giddens;4438 Anderson Trail;42.302537;-2.492638;Aquella casa es grande
44801732K;unAFSJH;Nikita Kubera;4848 Graedel Street;42.48595;-5.693105;Los dias se estan volviendo cada vez mas largos
11504160I;nteoZwb1uoRN;Ruprecht Ferry;79 Mccormick Circle;41.15975;1.596577;Ella se sento cerca de mi
99939641R;25FGJX;Miranda Curl;0141 Johnson Park;37.605929;2.502552;Si yo pudiese ser asi
89746735Q;3RWVc8;Ronnie Adnett;295 Vahlen Hill;41.633123;1.494253;Nadie lo sabra
38441277P;847syhEqQ;Linet Forde;019 Spohn Plaza;37.708577;-0.534944;Se puede decir de otra manera
02736485N;AKVA0gr;Felicdad Axworthy;17 Swallow Parkway;37.056595;-2.383549;Que ha pasado
23303371B;OmnHYWm;Etty Haggerston;9 Dahle Street;36.591871;-7.84839;Tal vez el vendra
